time,sample,out1_s16,out2_s16,out1_u14,out2_u14
66041000,33017,26545,17173,1555,3898
66043000,33018,28338,19886,1107,3220
66045000,33019,29845,22398,730,2592
66047000,33020,31052,24684,428,2020
66049000,33021,31944,26721,205,1511
66051000,33022,32515,28488,63,1069
66053000,33023,32758,29969,2,699
66055000,33024,32670,31147,24,405
66057000,33025,32253,32010,128,189
66059000,33026,31510,32551,314,54
66061000,33027,30450,32764,579,0
66063000,33028,29082,32646,921,30
66065000,33029,27421,32198,1336,142
66067000,33030,25484,31426,1820,335
66069000,33031,23289,30337,2369,607
66071000,33032,20860,28942,2976,956
66073000,33033,18220,27255,3636,1378
66075000,33034,15396,25293,4342,1868
66077000,33035,12417,23076,5087,2422
66079000,33036,9313,20626,5863,3035
66081000,33037,6115,17969,6663,3699
66083000,33038,2855,15129,7478,4409
66085000,33039,-434,12138,8300,5157
66087000,33040,-3718,9024,9121,5935
66089000,33041,-6965,5818,9933,6737
66091000,33042,-10141,2555,10727,7553
66093000,33043,-13215,-735,11495,8375
66095000,33044,-16156,-4017,12230,9196
66097000,33045,-18934,-7259,12925,10006
66099000,33046,-21521,-10427,13572,10798
66101000,33047,-23891,-13491,14164,11564
66103000,33048,-26020,-16418,14696,12296
66105000,33049,-27886,-19180,15163,12986
66107000,33050,-29472,-21748,15559,13628
66109000,33051,-30760,-24096,15881,14215
66111000,33052,-31737,-26202,16126,14742
66113000,33053,-32395,-28044,16290,15202
66115000,33054,-32725,-29602,16373,15592
66117000,33055,-32726,-30862,16373,15907
66119000,33056,-32397,-31811,16291,16144
66121000,33057,-31740,-32439,16126,16301
66123000,33058,-30764,-32739,15882,16376
66125000,33059,-29477,-32710,15561,16369
66127000,33060,-27893,-32350,15165,16279
66129000,33061,-26028,-31664,14698,16107
66131000,33062,-23900,-30659,14166,15856
66133000,33063,-21531,-29344,13574,15527
66135000,33064,-18944,-27734,12927,15125
66137000,33065,-16167,-25843,12233,14652
66139000,33066,-13227,-23692,11498,14114
66141000,33067,-10153,-21302,10730,13517
66143000,33068,-6977,-18698,9936,12866
66145000,33069,-3730,-15904,9124,12167
66147000,33070,-446,-12950,8303,11429
66149000,33071,2843,-9866,7481,10658
66151000,33072,6103,-6682,6666,9862
66153000,33073,9301,-3430,5866,9049
66155000,33074,12406,-145,5090,8228
66157000,33075,15385,3143,4345,7406
66159000,33076,18210,6399,3639,6592
66161000,33077,20850,9590,2979,5794
66163000,33078,23281,12684,2371,5020
66165000,33079,25476,15651,1822,4279
66167000,33080,27415,18460,1338,3576
66169000,33081,29077,21082,922,2921
66171000,33082,30445,23492,580,2318
66173000,33083,31507,25665,315,1775
66175000,33084,32251,27579,129,1297
66177000,33085,32669,29214,24,888
66179000,33086,32758,30556,2,552
66181000,33087,32517,31588,62,294
66183000,33088,31947,32303,205,116
66185000,33089,31056,32691,427,19
66187000,33090,29851,32750,729,4
66189000,33091,28345,32478,1105,72
66191000,33092,26553,31879,1553,222
66193000,33093,24493,30958,2068,452
66195000,33094,22186,29725,2645,760
66197000,33095,19655,28192,3278,1143
66199000,33096,16926,26375,3960,1598
66201000,33097,14027,24291,4685,2119
66203000,33098,10986,21963,5445,2701
66205000,33099,7834,19413,6233,3338
66207000,33100,4603,16667,7041,4025
66209000,33101,1325,13754,7860,4753
66211000,33102,-1965,10701,8683,5516
66213000,33103,-5236,7541,9500,6306
66215000,33104,-8454,4304,10305,7115
66217000,33105,-11587,1024,11088,7935
66219000,33106,-14603,-2266,11842,8758
66221000,33107,-17472,-5534,12559,9575
66223000,33108,-20164,-8745,13232,10378
66225000,33109,-22653,-11869,13855,11159
66227000,33110,-24914,-14873,14420,11910
66229000,33111,-26923,-17726,14922,12623
66231000,33112,-28661,-20401,15357,13292
66233000,33113,-30109,-22870,15719,13909
66235000,33114,-31254,-25109,16005,14469
66237000,33115,-32084,-27094,16212,14965
66239000,33116,-32590,-28806,16339,15393
66241000,33117,-32767,-30227,16383,15748
66243000,33118,-32613,-31343,16345,16027
66245000,33119,-32131,-32144,16224,16227
66247000,33120,-31325,-32620,16023,16346
66249000,33121,-30203,-32766,15742,16383
66251000,33122,-28776,-32583,15385,16337
66253000,33123,-27058,-32071,14956,16209
66255000,33124,-25068,-31235,14458,16000
66257000,33125,-22825,-30084,13898,15712
66259000,33126,-20352,-28630,13279,15349
66261000,33127,-17673,-26887,12610,14913
66263000,33128,-14817,-24873,11896,14410
66265000,33129,-11810,-22608,11144,13843
66267000,33130,-8685,-20115,10363,13220
66269000,33131,-5472,-17419,9559,12546
66271000,33132,-2204,-14547,8742,11828
66273000,33133,1087,-11528,7920,11073
66275000,33134,4366,-8394,7100,10290
66277000,33135,7602,-5174,6291,9485
66279000,33136,10760,-1903,5501,8667
66281000,33137,13811,1388,4739,7844
66283000,33138,16721,4665,4011,7025
66285000,33139,19464,7895,3325,6218
66287000,33140,22010,11045,2689,5430
66289000,33141,24334,14083,2108,4671
66291000,33142,26412,16980,1588,3946
66293000,33143,28224,19706,1135,3265
66295000,33144,29751,22232,754,2633
66297000,33145,30979,24534,447,2058
66299000,33146,31893,26589,218,1544
66301000,33147,32486,28376,70,1097
66303000,33148,32752,29876,3,722
66305000,33149,32687,31076,20,422
66307000,33150,32292,31961,118,201
66309000,33151,31572,32524,298,60
66311000,33152,30533,32760,558,1
66313000,33153,29186,32664,895,25
66315000,33154,27545,32240,1305,131
66317000,33155,25626,31490,1785,319
66319000,33156,23448,30422,2329,586
66321000,33157,21034,29048,2933,929
66323000,33158,18408,27380,3589,1346
66325000,33159,15596,25437,4292,1832
66327000,33160,12626,23236,5035,2382
66329000,33161,9530,20802,5809,2991
66331000,33162,6337,18157,6607,3652
66333000,33163,3080,15330,7421,4359
66335000,33164,-207,12348,8243,5104
66337000,33165,-3493,9241,9065,5881
66339000,33166,-6743,6041,9877,6681
66341000,33167,-9926,2780,10673,7496
66343000,33168,-13008,-509,11443,8319
66345000,33169,-15959,-3793,12181,9140
66347000,33170,-18749,-7038,12879,9951
66349000,33171,-21350,-10213,13529,10745
66351000,33172,-23736,-13284,14125,11512
66353000,33173,-25882,-16222,14662,12247
66355000,33174,-27767,-18996,15133,12940
66357000,33175,-29372,-21578,15534,13586
66359000,33176,-30681,-23943,15862,14177
66361000,33177,-31680,-26066,16111,14708
66363000,33178,-32360,-27926,16281,15173
66365000,33179,-32713,-29504,16370,15567
66367000,33180,-32737,-30785,16376,15888
66369000,33181,-32430,-31756,16299,16130
66371000,33182,-31796,-32406,16140,16293
66373000,33183,-30841,-32729,15902,16374
66375000,33184,-29575,-32722,15585,16372
66377000,33185,-28011,-32385,15194,16288
66379000,33186,-26164,-31721,14732,16122
66381000,33187,-24054,-30738,14205,15876
66383000,33188,-21701,-29444,13617,15552
66385000,33189,-19129,-27853,12974,15155
66387000,33190,-16364,-25982,12282,14687
66389000,33191,-13433,-23848,11550,14153
66391000,33192,-10368,-21474,10783,13560
66393000,33193,-7198,-18883,9991,12912
66395000,33194,-3955,-16102,9180,12217
66397000,33195,-672,-13158,8359,11481
66399000,33196,2617,-10081,7537,10712
66401000,33197,5880,-6903,6721,9917
66403000,33198,9084,-3655,5920,9105
66405000,33199,12196,-371,5142,8284
66407000,33200,15185,2918,4395,7462
66409000,33201,18021,6177,3686,6647
66411000,33202,20675,9373,3023,5848
66413000,33203,23121,12476,2411,5072
66415000,33204,25333,15452,1858,4328
66417000,33205,27290,18272,1369,3623
66419000,33206,28972,20908,948,2964
66421000,33207,30361,23334,601,2358
66423000,33208,31444,25523,330,1811
66425000,33209,32210,27456,139,1327
66427000,33210,32651,29111,29,914
66429000,33211,32763,30473,1,573
66431000,33212,32544,31528,55,309
66433000,33213,31997,32264,192,125
66435000,33214,31127,32675,410,23
66437000,33215,29943,32756,706,2
66439000,33216,28457,32507,1077,65
66441000,33217,26684,31930,1520,209
66443000,33218,24642,31031,2031,434
66445000,33219,22352,29819,2603,737
66447000,33220,19836,28307,3232,1115
66449000,33221,17120,26508,3911,1564
66451000,33222,14231,24443,4634,2081
66453000,33223,11198,22130,5392,2659
66455000,33224,8053,19595,6178,3293
66457000,33225,4827,16862,6985,3976
66459000,33226,1551,13959,7804,4702
66461000,33227,-1740,10915,8626,5463
66463000,33228,-5013,7760,9445,6251
66465000,33229,-8236,4528,10250,7059
66467000,33230,-11375,1250,11035,7879
66469000,33231,-14400,-2041,11791,8702
66471000,33232,-17280,-5311,12511,9519
66473000,33233,-19985,-8527,13188,10323
66475000,33234,-22489,-11658,13814,11106
66477000,33235,-24766,-14671,14383,11859
66479000,33236,-26793,-17536,14890,12575
66481000,33237,-28550,-20224,15329,13247
66483000,33238,-30019,-22708,15696,13868
66485000,33239,-31185,-24963,15988,14432
66487000,33240,-32037,-26966,16201,14933
66489000,33241,-32565,-28697,16333,15366
66491000,33242,-32765,-30139,16383,15726
66493000,33243,-32635,-31277,16350,16011
66495000,33244,-32175,-32099,16235,16216
66497000,33245,-31391,-32597,16039,16341
66499000,33246,-30290,-32767,15764,16383
66501000,33247,-28883,-32606,15412,16343
66503000,33248,-27185,-32116,14988,16220
66505000,33249,-25213,-31303,14495,16017
66507000,33250,-22987,-30173,13938,15735
66509000,33251,-20529,-28739,13324,15376
66511000,33252,-17863,-27016,12657,14945
66513000,33253,-15018,-25020,11946,14446
66515000,33254,-12021,-22771,11197,13884
66517000,33255,-8903,-20293,10417,13265
66519000,33256,-5695,-17610,9615,12594
66521000,33257,-2429,-14749,8799,11879
66523000,33258,861,-11740,7976,11126
66525000,33259,4142,-8612,7156,10344
66527000,33260,7381,-5398,6346,9541
66529000,33261,10546,-2128,5555,8723
66531000,33262,13605,1162,4790,7901
66533000,33263,16527,4441,4060,7081
66535000,33264,19281,7675,3371,6273
66537000,33265,21842,10832,2731,5483
66539000,33266,24181,13879,2146,4722
66541000,33267,26277,16786,1622,3995
66543000,33268,28108,19524,1164,3310
66545000,33269,29656,22065,777,2675
66547000,33270,30904,24384,465,2095
66549000,33271,31841,26457,231,1577
66551000,33272,32456,28262,77,1126
66553000,33273,32744,29783,5,746
66555000,33274,32702,31003,16,441
66557000,33275,32330,31911,109,214
66559000,33276,31631,32496,284,67
66561000,33277,30614,32754,538,3
66563000,33278,29288,32681,869,21
66565000,33279,27666,32279,1275,122
66567000,33280,25766,31551,1750,304
66569000,33281,23605,30505,2290,565
66571000,33282,21207,29152,2890,903
66573000,33283,18594,27504,3543,1315
66575000,33284,15794,25578,4243,1797
66577000,33285,12835,23395,4983,2343
66579000,33286,9746,20976,5755,2947
66581000,33287,6559,18345,6552,3605
66583000,33288,3306,15529,7365,4309
66585000,33289,19,12557,8187,5052
66587000,33290,-3268,9458,9008,5827
66589000,33291,-6522,6263,9822,6626
66591000,33292,-9710,3005,10619,7440
66593000,33293,-12800,-283,11391,8262
66595000,33294,-15761,-3568,12132,9083
66597000,33295,-18563,-6817,12832,9896
66599000,33296,-21178,-9998,13486,10691
66601000,33297,-23579,-13077,14086,11461
66603000,33298,-25743,-16025,14627,12198
66605000,33299,-27646,-18811,15103,12894
66607000,33300,-29271,-21407,15509,13543
66609000,33301,-30601,-23788,15842,14138
66611000,33302,-31622,-25928,16097,14673
66613000,33303,-32324,-27807,16272,15143
66615000,33304,-32699,-29405,16366,15543
66617000,33305,-32745,-30707,16378,15868
66619000,33306,-32461,-31699,16307,16116
66621000,33307,-31850,-32372,16154,16284
66623000,33308,-30917,-32717,15921,16371
66625000,33309,-29672,-32733,15609,16375
66627000,33310,-28128,-32419,15223,16296
66629000,33311,-26300,-31777,14766,16136
66631000,33312,-24207,-30815,14243,15895
66633000,33313,-21870,-29543,13659,15577
66635000,33314,-19312,-27972,13019,15184
66637000,33315,-16559,-26119,12331,14721
66639000,33316,-13639,-24003,11601,14192
66641000,33317,-10582,-21644,10837,13602
66643000,33318,-7418,-19067,10046,12958
66645000,33319,-4179,-16298,9236,12266
66647000,33320,-898,-13365,8416,11533
66649000,33321,2392,-10296,7593,10765
66651000,33322,5658,-7124,6777,9972
66653000,33323,8866,-3880,5975,9161
66655000,33324,11986,-597,5195,8341
66657000,33325,14984,2692,4445,7518
66659000,33326,17832,5954,3733,6703
66661000,33327,20499,9156,3067,5902
66663000,33328,22960,12266,2451,5125
66665000,33329,25189,15252,1894,4378
66667000,33330,27164,18084,1400,3670
66669000,33331,28865,20734,975,3008
66671000,33332,30275,23174,623,2398
66673000,33333,31380,25381,346,1846
66675000,33334,32168,27332,149,1358
66677000,33335,32631,29007,34,940
66679000,33336,32766,30389,0,594
66681000,33337,32569,31465,49,325
66683000,33338,32045,32224,180,135
66685000,33339,31197,32657,392,27
66687000,33340,30034,32761,683,1
66689000,33341,28569,32535,1049,58
66691000,33342,26815,31980,1488,196
66693000,33343,24791,31103,1994,416
66695000,33344,22517,29912,2562,713
66697000,33345,20015,28420,3188,1086
66699000,33346,17312,26641,3863,1531
66701000,33347,14434,24593,4583,2043
66703000,33348,11411,22297,5339,2617
66705000,33349,8272,19776,6123,3247
66707000,33350,5050,17055,6929,3928
66709000,33351,1777,14163,7747,4651
66711000,33352,-1514,11128,8570,5409
66713000,33353,-4789,7980,9389,6196
66715000,33354,-8017,4752,10196,7003
66717000,33355,-11163,1476,10982,7822
66719000,33356,-14197,-1815,11741,8645
66721000,33357,-17087,-5087,12463,9463
66723000,33358,-19806,-8309,13143,10269
66725000,33359,-22324,-11446,13772,11053
66727000,33360,-24618,-14468,14346,11808
66729000,33361,-26663,-17344,14857,12527
66731000,33362,-28439,-20045,15301,13203
66733000,33363,-29928,-22544,15673,13827
66735000,33364,-31115,-24816,15970,14395
66737000,33365,-31989,-26837,16189,14901
66739000,33366,-32539,-28587,16326,15338
66741000,33367,-32762,-30049,16382,15704
66743000,33368,-32654,-31208,16355,15993
66745000,33369,-32217,-32053,16246,16205
66747000,33370,-31455,-32574,16055,16335
66749000,33371,-30375,-32766,15785,16383
66751000,33372,-28989,-32628,15439,16348
66753000,33373,-27311,-32160,15019,16231
66755000,33374,-25357,-31369,14531,16034
66757000,33375,-23148,-30261,13978,15757
66759000,33376,-20704,-28847,13367,15403
66761000,33377,-18053,-27143,12705,14977
66763000,33378,-15219,-25165,11996,14483
66765000,33379,-12231,-22933,11249,13925
66767000,33380,-9120,-20470,10471,13309
66769000,33381,-5917,-17800,9671,12641
66771000,33382,-2655,-14951,8855,11929
66773000,33383,635,-11951,8033,11179
66775000,33384,3917,-8830,7212,10399
66777000,33385,7161,-5620,6401,9596
66779000,33386,10332,-2354,5608,8780
66781000,33387,13399,936,4842,7957
66783000,33388,16331,4217,4109,7137
66785000,33389,19098,7455,3417,6328
66787000,33390,21672,10618,2773,5537
66789000,33391,24028,13674,2184,4773
66791000,33392,26142,16592,1656,4043
66793000,33393,27992,19342,1193,3356
66795000,33394,29559,21898,802,2717
66797000,33395,30828,24232,484,2133
66799000,33396,31787,26322,245,1611
66801000,33397,32424,28147,85,1155
66803000,33398,32735,29688,8,769
66805000,33399,32715,30929,13,459
66807000,33400,32366,31858,100,227
66809000,33401,31690,32466,269,75
66811000,33402,30694,32747,518,5
66813000,33403,29389,32697,844,17
66815000,33404,27787,32317,1245,112
66817000,33405,25905,31612,1715,288
66819000,33406,23762,30587,2251,545
66821000,33407,21379,29254,2847,878
66823000,33408,18780,27626,3496,1285
66825000,33409,15992,25719,4193,1762
66827000,33410,13043,23553,4931,2303
66829000,33411,9962,21149,5701,2904
66831000,33412,6780,18532,6496,3558
66833000,33413,3530,15728,7309,4259
66835000,33414,245,12765,8130,5000
66837000,33415,-3043,9674,8952,5773
66839000,33416,-6300,6485,9766,6570
66841000,33417,-9494,3230,10565,7384
66843000,33418,-12592,-57,11339,8206
66845000,33419,-15562,-3343,12082,9027
66847000,33420,-18376,-6596,12785,9840
66849000,33421,-21005,-9782,13443,10637
66851000,33422,-23422,-12870,14047,11409
66853000,33423,-25602,-15827,14592,12148
66855000,33424,-27524,-18625,15072,12848
66857000,33425,-29169,-21236,15484,13500
66859000,33426,-30519,-23632,15821,14099
66861000,33427,-31562,-25789,16082,14639
66863000,33428,-32286,-27687,16263,15113
66865000,33429,-32684,-29305,16362,15518
66867000,33430,-32753,-30628,16380,15848
66869000,33431,-32491,-31641,16314,16102
66871000,33432,-31902,-32336,16167,16275
66873000,33433,-30991,-32704,15939,16367
66875000,33434,-29767,-32743,15633,16377
66877000,33435,-28243,-32451,15252,16304
66879000,33436,-26434,-31832,14800,16149
66881000,33437,-24359,-30892,14281,15914
66883000,33438,-22038,-29640,13701,15601
66885000,33439,-19494,-28089,13065,15214
66887000,33440,-16754,-26255,12380,14755
66889000,33441,-13845,-24156,11653,14230
66891000,33442,-10796,-21813,10890,13645
66893000,33443,-7638,-19251,10101,13004
66895000,33444,-4404,-16494,9292,12315
66897000,33445,-1124,-13571,8472,11584
66899000,33446,2166,-10511,7650,10819
66901000,33447,5435,-7345,6833,10028
66903000,33448,8649,-4105,6029,9218
66905000,33449,11775,-823,5248,8397
66907000,33450,14783,2467,4496,7575
66909000,33451,17642,5732,3781,6758
66911000,33452,20322,8939,3111,5957
66913000,33453,22798,12056,2492,5177
66915000,33454,25044,15051,1930,4429
66917000,33455,27037,17895,1432,3718
66919000,33456,28758,20558,1002,3052
66921000,33457,30188,23014,644,2438
66923000,33458,31314,25237,363,1882
66925000,33459,32124,27206,160,1390
66927000,33460,32610,28901,39,966
66929000,33461,32767,30304,0,615
66931000,33462,32593,31401,43,341
66933000,33463,32091,32182,169,146
66935000,33464,31265,32638,375,32
66937000,33465,30124,32765,660,0
66939000,33466,28679,32561,1022,51
66941000,33467,26944,32029,1455,184
66943000,33468,24938,31174,1957,398
66945000,33469,22680,30004,2521,690
66947000,33470,20194,28532,3143,1058
66949000,33471,17504,26772,3815,1498
66951000,33472,14637,24742,4532,2006
66953000,33473,11623,22462,5286,2576
66955000,33474,8491,19956,6069,3202
66957000,33475,5274,17248,6873,3879
66959000,33476,2003,14366,7691,4600
66961000,33477,-1288,11340,8513,5356
66963000,33478,-4565,8199,9333,6142
66965000,33479,-7797,4976,10141,6947
66967000,33480,-10950,1702,10929,7766
66969000,33481,-13993,-1589,11690,8589
66971000,33482,-16894,-4864,12415,9407
66973000,33483,-19625,-8090,13098,10214
66975000,33484,-22158,-11234,13731,11000
66977000,33485,-24468,-14265,14308,11758
66979000,33486,-26530,-17152,14824,12479
66981000,33487,-28326,-19866,15273,13158
66983000,33488,-29835,-22379,15650,13786
66985000,33489,-31044,-24667,15952,14358
66987000,33490,-31939,-26706,16176,14868
66989000,33491,-32512,-28476,16319,15310
66991000,33492,-32757,-29958,16381,15681
66993000,33493,-32672,-31139,16359,15976
66995000,33494,-32257,-32005,16256,16193
66997000,33495,-31517,-32548,16071,16328
66999000,33496,-30459,-32763,15806,16382
67001000,33497,-29094,-32648,15465,16353
67003000,33498,-27435,-32203,15050,16242
67005000,33499,-25500,-31433,14566,16050
67007000,33500,-23307,-30347,14018,15778
67009000,33501,-20879,-28954,13411,15430
67011000,33502,-18241,-27269,12752,15009
67013000,33503,-15419,-25309,12046,14519
67015000,33504,-12441,-23094,11302,13965
67017000,33505,-9337,-20646,10526,13353
67019000,33506,-6140,-17990,9726,12689
67021000,33507,-2880,-15152,8911,11979
67023000,33508,408,-12161,8089,11232
67025000,33509,3693,-9048,7268,10453
67027000,33510,6940,-5843,6456,9652
67029000,33511,10117,-2580,5662,8836
67031000,33512,13192,710,4893,8014
67033000,33513,16134,3992,4158,7193
67035000,33514,18914,7234,3463,6383
67037000,33515,21502,10404,2816,5590
67039000,33516,23874,13468,2223,4824
67041000,33517,26005,16396,1690,4092
67043000,33518,27873,19159,1223,3402
67045000,33519,29461,21729,826,2759
67047000,33520,30751,24079,504,2172
67049000,33521,31731,26187,259,1645
67051000,33522,32391,28031,94,1184
67053000,33523,32724,29591,10,794
67055000,33524,32727,30854,10,478
67057000,33525,32400,31805,91,240
67059000,33526,31746,32435,255,83
67061000,33527,30772,32738,498,7
67063000,33528,29488,32711,819,14
67065000,33529,27906,32354,1215,103
67067000,33530,26043,31670,1681,274
67069000,33531,23917,30668,2212,524
67071000,33532,21550,29355,2804,853
67073000,33533,18965,27747,3450,1255
67075000,33534,16189,25859,4144,1727
67077000,33535,13250,23710,4879,2264
67079000,33536,10177,21322,5647,2861
67081000,33537,7001,18718,6441,3512
67083000,33538,3755,15926,7253,4210
67085000,33539,471,12973,8074,4948
67087000,33540,-2818,9890,8896,5719
67089000,33541,-6078,6706,9711,6515
67091000,33542,-9277,3455,10511,7328
67093000,33543,-12382,170,11287,8149
67095000,33544,-15363,-3118,12032,8971
67097000,33545,-18189,-6374,12739,9785
67099000,33546,-20831,-9566,13399,10583
67101000,33547,-23263,-12661,14007,11357
67103000,33548,-25460,-15629,14556,12099
67105000,33549,-27401,-18439,15042,12801
67107000,33550,-29065,-21063,15458,13457
67109000,33551,-30436,-23474,15800,14060
67111000,33552,-31500,-25649,16066,14604
67113000,33553,-32246,-27565,16253,15083
67115000,33554,-32667,-29203,16358,15492
67117000,33555,-32759,-30546,16381,15828
67119000,33556,-32520,-31582,16321,16087
67121000,33557,-31953,-32298,16180,16266
67123000,33558,-31064,-32689,15957,16364
67125000,33559,-29861,-32751,15657,16379
67127000,33560,-28357,-32481,15281,16312
67129000,33561,-26567,-31885,14833,16163
67131000,33562,-24509,-30966,14319,15933
67133000,33563,-22204,-29736,13742,15625
67135000,33564,-19675,-28205,13110,15243
67137000,33565,-16948,-26390,12428,14789
67139000,33566,-14049,-24308,11704,14268
67141000,33567,-11009,-21982,10944,13687
67143000,33568,-7858,-19433,10156,13050
67145000,33569,-4628,-16689,9348,12364
67147000,33570,-1350,-13776,8529,11635
67149000,33571,1940,-10725,7706,10873
67151000,33572,5212,-7565,6888,10083
67153000,33573,8430,-4329,6084,9274
67155000,33574,11564,-1049,5300,8454
67157000,33575,14581,2241,4546,7631
67159000,33576,17451,5509,3829,6814
67161000,33577,20144,8721,3155,6011
67163000,33578,22635,11845,2533,5230
67165000,33579,24897,14850,1967,4479
67167000,33580,26909,17705,1464,3765
67169000,33581,28648,20381,1029,3096
67171000,33582,30099,22852,667,2478
67173000,33583,31246,25092,380,1918
67175000,33584,32078,27080,172,1421
67177000,33585,32587,28794,45,993
67179000,33586,32767,30217,0,637
67181000,33587,32616,31336,37,357
67183000,33588,32136,32139,157,157
67185000,33589,31332,32617,358,37
67187000,33590,30212,32767,638,0
67189000,33591,28788,32586,994,45
67191000,33592,27073,32076,1423,172
67193000,33593,25084,31243,1920,381
67195000,33594,22843,30094,2481,668
67197000,33595,20372,28642,3098,1031
67199000,33596,17695,26901,3768,1466
67201000,33597,14839,24889,4482,1969
67203000,33598,11834,22626,5233,2535
67205000,33599,8709,20135,6014,3158
67207000,33600,5497,17440,6817,3831
67209000,33601,2229,14569,7634,4549
67211000,33602,-1062,11552,8457,5303
67213000,33603,-4341,8418,9277,6087
67215000,33604,-7577,5199,10086,6892
67217000,33605,-10737,1928,10876,7709
67219000,33606,-13788,-1363,11638,8532
67221000,33607,-16700,-4640,12366,9351
67223000,33608,-19444,-7870,13052,10159
67225000,33609,-21991,-11021,13689,10947
67227000,33610,-24317,-14061,14271,11707
67229000,33611,-26397,-16959,14791,12431
67231000,33612,-28211,-19685,15244,13113
67233000,33613,-29741,-22214,15627,13745
67235000,33614,-30970,-24518,15934,14321
67237000,33615,-31888,-26575,16163,14835
67239000,33616,-32483,-28363,16312,15282
67241000,33617,-32751,-29866,16379,15658
67243000,33618,-32689,-31068,16364,15958
67245000,33619,-32296,-31956,16265,16180
67247000,33620,-31578,-32521,16086,16322
67249000,33621,-30542,-32759,15827,16381
67251000,33622,-29197,-32666,15491,16358
67253000,33623,-27558,-32244,15081,16252
67255000,33624,-25641,-31497,14602,16066
67257000,33625,-23466,-30431,14058,15799
67259000,33626,-21053,-29059,13455,15456
67261000,33627,-18428,-27394,12798,15040
67263000,33628,-15618,-25452,12096,14554
67265000,33629,-12650,-23254,11354,14005
67267000,33630,-9554,-20821,10580,13397
67269000,33631,-6362,-18178,9782,12736
67271000,33632,-3105,-15352,8968,12029
67273000,33633,182,-12371,8146,11284
67275000,33634,3468,-9265,7324,10508
67277000,33635,6719,-6066,6512,9708
67279000,33636,9902,-2805,5716,8893
67281000,33637,12985,484,4945,8070
67283000,33638,15937,3768,4207,7249
67285000,33639,18729,7014,3509,6438
67287000,33640,21331,10189,2859,5644
67289000,33641,23718,13261,2262,4876
67291000,33642,25866,16200,1725,4141
67293000,33643,27754,18975,1253,3448
67295000,33644,29361,21559,851,2802
67297000,33645,30672,23925,523,2210
67299000,33646,31674,26051,273,1679
67301000,33647,32356,27913,102,1213
67303000,33648,32712,29494,13,818
67305000,33649,32738,30777,7,497
67307000,33650,32433,31750,83,254
67309000,33651,31802,32402,241,91
67311000,33652,30849,32728,479,9
67313000,33653,29586,32723,795,11
67315000,33654,28024,32389,1185,94
67317000,33655,26180,31728,1646,259
67319000,33656,24071,30746,2174,505
67321000,33657,21719,29455,2762,828
67323000,33658,19149,27867,3404,1225
67325000,33659,16385,25997,4095,1692
67327000,33660,13456,23865,4827,2225
67329000,33661,10392,21493,5593,2818
67331000,33662,7222,18903,6386,3466
67333000,33663,3980,16123,7196,4161
67335000,33664,697,13181,8017,4896
67337000,33665,-2592,10105,8839,5665
67339000,33666,-5856,6928,9655,6459
67341000,33667,-9060,3680,10456,7271
67343000,33668,-12173,396,11235,8092
67345000,33669,-15163,-2893,11982,8915
67347000,33670,-18000,-6152,12691,9729
67349000,33671,-20656,-9349,13355,10529
67351000,33672,-23103,-12452,13967,11304
67353000,33673,-25317,-15430,14521,12049
67355000,33674,-27276,-18251,15010,12754
67357000,33675,-28960,-20889,15431,13414
67359000,33676,-30351,-23316,15779,14020
67361000,33677,-31437,-25508,16051,14568
67363000,33678,-32205,-27442,16243,15052
67365000,33679,-32649,-29100,16354,15466
67367000,33680,-32763,-30464,16382,15807
67369000,33681,-32547,-31521,16328,16072
67371000,33682,-32002,-32260,16192,16256
67373000,33683,-31135,-32673,15975,16360
67375000,33684,-29953,-32757,15680,16381
67377000,33685,-28470,-32510,15309,16319
67379000,33686,-26699,-31936,14866,16175
67381000,33687,-24659,-31039,14356,15951
67383000,33688,-22370,-29830,13784,15649
67385000,33689,-19856,-28319,13155,15271
67387000,33690,-17141,-26523,12477,14822
67389000,33691,-14253,-24459,11755,14306
67391000,33692,-11222,-22149,10997,13729
67393000,33693,-8077,-19615,10211,13095
67395000,33694,-4851,-16883,9404,12412
67397000,33695,-1576,-13981,8585,11687
67399000,33696,1714,-10938,7763,10926
67401000,33697,4988,-7785,6944,10138
67403000,33698,8211,-4553,6139,9330
67405000,33699,11352,-1275,5353,8510
67407000,33700,14378,2016,4597,7687
67409000,33701,17259,5286,3877,6870
67411000,33702,19966,8503,3200,6066
67413000,33703,22471,11634,2574,5283
67415000,33704,24750,14648,2004,4529
67417000,33705,26779,17514,1497,3813
67419000,33706,28538,20204,1057,3140
67421000,33707,30009,22690,689,2519
67423000,33708,31178,24946,397,1955
67425000,33709,32032,26952,183,1453
67427000,33710,32562,28685,51,1020
67429000,33711,32765,30129,0,659
67431000,33712,32637,31269,32,374
67433000,33713,32180,32094,146,168
67435000,33714,31398,32595,342,43
67437000,33715,30299,32767,617,0
67439000,33716,28895,32609,968,39
67441000,33717,27199,32121,1392,161
67443000,33718,25229,31310,1884,364
67445000,33719,23005,30183,2440,646
67447000,33720,20548,28752,3054,1003
67449000,33721,17884,27030,3720,1434
67451000,33722,15040,25036,4431,1932
67453000,33723,12044,22789,5180,2494
67455000,33724,8927,20312,5960,3113
67457000,33725,5719,17631,6762,3784
67459000,33726,2454,14772,7578,4498
67461000,33727,-836,11763,8400,5251
67463000,33728,-4117,8636,9221,6032
