freq_hz,adc_b
4.436628315073091537e+06,9.059252804579322600e-08
4.440443128757591359e+06,2.655372052517762619e-07
4.444257942442091182e+06,1.698418606324592141e-07
4.448072756126591004e+06,8.745521737697747551e-07
4.451887569811089896e+06,6.376398778102944364e-09
4.455702383495589718e+06,8.805777058904876440e-07
4.459517197180089541e+06,2.669711111041662800e-07
4.463332010864589363e+06,5.992562951216560475e-07
4.467146824549089186e+06,2.184136701253781678e-06
4.470961638233588077e+06,1.174673211236957755e-06
4.474776451918087900e+06,2.916843158604687470e-08
4.478591265602587722e+06,5.306056201482340527e-07
4.482406079287087545e+06,1.251583881505892953e-07
4.486220892971587367e+06,1.216771971883539021e-06
4.490035706656086259e+06,4.179576088473034918e-07
4.493850520340586081e+06,4.202487996092271821e-07
4.497665334025085904e+06,1.061666093950629383e-06
4.501480147709585726e+06,6.145146717261576051e-07
4.505294961394085549e+06,1.279550353743326928e-08
4.509109775078585371e+06,5.484652613142327082e-07
4.512924588763084263e+06,5.761337801599616545e-07
4.516739402447584085e+06,4.393163629550449914e-08
4.520554216132083908e+06,9.182412346492298944e-08
4.524369029816583730e+06,5.634176280349384913e-07
4.528183843501083553e+06,8.696526732025411058e-07
4.531998657185582444e+06,6.873799517673504263e-07
4.535813470870082267e+06,1.169651481179240080e-06
4.539628284554582089e+06,1.532230547571671300e-06
4.543443098239081912e+06,3.316993434806188139e-07
4.547257911923581734e+06,9.105973867989373132e-07
4.551072725608080626e+06,2.476957786903024507e-06
4.554887539292580448e+06,1.437432107315879862e-06
4.558702352977080271e+06,9.200515651081398981e-07
4.562517166661580093e+06,1.968439399631213300e-07
4.566331980346079916e+06,4.961899893495566384e-08
4.570146794030579738e+06,3.028243248081031241e-07
4.573961607715078630e+06,1.077571854439406847e-06
4.577776421399578452e+06,2.669870035548613908e-07
4.581591235084078275e+06,9.335995124505832778e-07
4.585406048768578097e+06,1.974130446229247336e-06
4.589220862453077920e+06,4.603641242921126579e-07
4.593035676137576811e+06,5.560861772646460881e-08
4.596850489822076634e+06,3.068846175013863550e-07
4.600665303506576456e+06,3.344140958212564309e-07
4.604480117191076279e+06,3.165149889696988906e-07
4.608294930875576101e+06,1.209001350200847566e-07
4.612109744560074992e+06,2.251072755765487485e-07
4.615924558244574815e+06,5.897782423269805586e-07
4.619739371929074638e+06,4.699613939685629100e-08
4.623554185613574460e+06,9.691086786517148747e-07
4.627368999298074283e+06,9.234067220562058792e-07
4.631183812982574105e+06,5.324324728975859424e-08
4.634998626667072996e+06,5.055750153987509514e-08
4.638813440351572819e+06,2.639010404830905123e-07
4.642628254036072642e+06,1.647075101947644228e-06
4.646443067720572464e+06,9.750923732267295016e-07
4.650257881405072287e+06,2.508780557779806170e-07
4.654072695089571178e+06,2.116775714872606139e-06
4.657887508774071001e+06,9.890437623023529723e-07
4.661702322458570823e+06,1.038287955789252285e-06
4.665517136143070646e+06,8.550867936550991221e-07
4.669331949827570468e+06,7.802363171789602057e-08
4.673146763512070291e+06,2.665690176356441409e-07
4.676961577196569182e+06,2.916205980439272995e-07
4.680776390881069005e+06,5.781572556924318374e-07
4.684591204565568827e+06,7.578583761969389420e-07
4.688406018250068650e+06,3.199537478027901297e-07
4.692220831934568472e+06,1.482345252758192867e-07
4.696035645619067363e+06,1.180565238361511147e-07
4.699850459303567186e+06,2.077356321071614104e-07
4.703665272988067009e+06,1.025497624466822755e-06
4.707480086672566831e+06,4.235913546061564554e-07
4.711294900357066654e+06,5.142381289157805928e-07
4.715109714041565545e+06,1.259726101075051893e-06
4.718924527726065367e+06,4.839619874758719063e-07
4.722739341410565190e+06,4.854648833513964213e-07
4.726554155095065013e+06,1.246768256325292905e-07
4.730368968779564835e+06,1.595216477799297868e-07
4.734183782464064658e+06,2.610583931776033044e-07
4.737998596148563549e+06,4.478383412258549653e-07
4.741813409833063371e+06,5.960657813349346795e-07
4.745628223517563194e+06,1.610418826433905723e-06
4.749443037202063017e+06,9.498126779386092023e-07
4.753257850886562839e+06,6.688251732206667643e-09
4.757072664571061730e+06,2.918518676820201351e-07
4.760887478255561553e+06,5.669893610674515447e-07
4.764702291940061375e+06,4.075593791189074399e-07
4.768517105624561198e+06,1.629008654883831342e-08
4.772331919309061021e+06,2.277804048376777614e-07
4.776146732993559912e+06,2.395286122165765530e-07
4.779961546678059734e+06,1.384258094018251975e-07
4.783776360362559557e+06,1.988463344454504446e-07
4.787591174047059380e+06,1.951623911880990182e-07
4.791405987731559202e+06,5.582215265691514624e-07
4.795220801416059025e+06,7.631721108011993608e-07
4.799035615100557916e+06,7.969671558060221781e-07
4.802850428785057738e+06,7.282209562773859979e-07
4.806665242469557561e+06,1.518929839301308368e-06
4.810480056154057384e+06,1.761021633055723727e-06
4.814294869838557206e+06,3.450212913538762037e-07
4.818109683523056097e+06,5.798371123421355882e-08
4.821924497207555920e+06,1.185399802429177019e-06
4.825739310892055742e+06,3.406487247017072291e-06
4.829554124576555565e+06,2.275853841023449946e-06
4.833368938261055388e+06,9.071746725374176260e-07
4.837183751945554279e+06,2.407813102093796129e-07
4.840998565630054101e+06,9.936639980189761478e-08
4.844813379314553924e+06,4.616266419210017170e-07
4.848628192999053746e+06,5.372150374852961304e-07
4.852443006683553569e+06,1.572739928915052277e-07
4.856257820368053392e+06,2.255729749336543216e-06
4.860072634052552283e+06,1.827205655298547273e-06
4.863887447737052105e+06,7.438218034835467591e-08
4.867702261421551928e+06,1.837937442894157722e-06
4.871517075106051750e+06,1.949455405563973219e-06
4.875331888790551573e+06,7.895214333919974795e-07
4.879146702475050464e+06,4.266544607786864985e-07
4.882961516159550287e+06,4.008948831451885575e-07
4.886776329844050109e+06,4.684428681061569639e-08
4.890591143528549932e+06,1.516555926712538529e-06
4.894405957213049755e+06,2.775166989064552934e-06
4.898220770897549577e+06,1.821711925600141074e-06
4.902035584582048468e+06,4.924421560286672677e-07
4.905850398266548291e+06,2.036735106429519496e-07
4.909665211951048113e+06,1.013529671299558649e-07
4.913480025635547936e+06,7.852942415975514279e-08
4.917294839320047759e+06,4.566845809392856494e-08
4.921109653004546650e+06,1.482317566280677191e-07
4.924924466689046472e+06,3.586778575974027770e-09
4.928739280373546295e+06,2.238023559221586537e-07
4.932554094058046117e+06,4.729112824093556801e-07
4.936368907742545940e+06,7.513940830084898591e-07
4.940183721427044831e+06,2.192343509540005712e-07
4.943998535111544654e+06,8.454732323226734270e-08
4.947813348796044476e+06,6.282167756538412996e-07
4.951628162480544299e+06,8.209480326849298039e-07
4.955442976165044121e+06,2.658921528732470073e-07
4.959257789849543944e+06,6.827223011788638683e-07
4.963072603534042835e+06,5.206472907743521833e-07
4.966887417218542658e+06,2.780433121135712005e-07
4.970702230903042480e+06,5.453161840958642673e-07
4.974517044587542303e+06,5.563228094022557151e-08
4.978331858272042125e+06,4.262112010240681420e-07
4.982146671956541017e+06,4.426131284039465007e-07
4.985961485641040839e+06,7.717995464809173388e-08
4.989776299325540662e+06,1.831654981952706008e-07
4.993591113010040484e+06,5.100326320029227801e-07
4.997405926694540307e+06,1.387671845347346513e-06
