TIME ms, IN1, OUT1
-0.347, 0.535572, 1.981796
-0.352, 0.535572, 1.972811
-0.356, 0.535572, 1.962645
-0.361, 0.535572, 1.951303
-0.366, 0.535572, 1.938793
-0.371, 0.511158, 1.925122
-0.376, 0.511158, 1.910297
-0.381, 0.511158, 1.894329
-0.386, 0.46233, 1.877226
-0.391, 0.389088, 1.859
-0.396, 0.437916, 1.83966
-0.4, 0.46233, 1.819219
-0.405, 0.437916, 1.797689
-0.41, 0.486744, 1.775083
-0.415, 0.389088, 1.751415
-0.42, 0.486744, 1.726698
-0.425, 0.46233, 1.700948
-0.43, 0.437916, 1.67418
-0.435, 0.389088, 1.64641
-0.439, 0.364674, 1.617656
-0.444, 0.437916, 1.587934
-0.449, 0.437916, 1.557262
-0.454, 0.340259, 1.525658
-0.459, 0.315845, 1.493143
-0.464, 0.169361, 1.459735
-0.469, -0.514233, 1.425454
-0.474, -0.001537, 1.390322
-0.479, 0.047291, 1.354359
-0.483, -0.416577, 1.317586
-0.488, 0.047291, 1.280027
-0.493, 0.193775, 1.241704
-0.498, 0.218189, 1.202639
-0.503, 0.218189, 1.162857
-0.508, 0.169361, 1.122381
-0.513, 0.193775, 1.081236
-0.518, 0.218189, 1.039446
-0.522, 0.169361, 0.997037
-0.527, 0.267017, 0.954034
-0.532, 0.218189, 0.910463
-0.537, 0.267017, 0.866351
-0.542, 0.193775, 0.821723
-0.547, 0.193775, 0.776607
-0.552, 0.267017, 0.731031
-0.557, 0.144947, 0.68502
-0.562, 0.218189, 0.638604
-0.566, 0.267017, 0.59181
-0.571, 0.144947, 0.544666
-0.576, 0.144947, 0.497201
-0.581, 0.144947, 0.449443
-0.586, 0.169361, 0.401421
-0.591, 0.169361, 0.353164
-0.596, 0.144947, 0.304701
-0.601, 0.096119, 0.256062
-0.605, 0.193775, 0.207275
-0.61, 0.120533, 0.15837
-0.615, 0.144947, 0.109376
-0.62, 0.096119, 0.060323
-0.625, 0.071705, 0.011241
-0.63, 0.169361, -0.037842
-0.635, 0.096119, -0.086895
-0.64, 0.022877, -0.135889
-0.645, 0.071705, -0.184794
-0.649, -0.001537, -0.233581
-0.654, 0.071705, -0.28222
-0.659, 0.047291, -0.330683
-0.664, 0.022877, -0.37894
-0.669, 0.022877, -0.426962
-0.674, -0.19685, -0.47472
-0.679, -0.611889, -0.522185
-0.684, -0.392162, -0.569329
-0.688, -0.294506, -0.616123
-0.693, -0.19685, -0.662539
-0.698, -0.19685, -0.708549
-0.703, -0.367748, -0.754126
-0.708, -0.465405, -0.799242
-0.713, -0.221264, -0.84387
-0.718, -0.172436, -0.887982
-0.723, -0.07478, -0.931553
-0.728, -0.050366, -0.974556
-0.732, 0.047291, -1.016965
-0.737, -0.001537, -1.058755
-0.742, -0.001537, -1.0999
-0.747, -0.001537, -1.140376
-0.752, -0.07478, -1.180158
-0.757, -0.001537, -1.219223
-0.762, -0.07478, -1.257546
-0.767, 0.022877, -1.295105
-0.771, -0.001537, -1.331877
-0.776, -0.001537, -1.36784
-0.781, -0.001537, -1.402973
-0.786, 0.071705, -1.437253
-0.791, 0.022877, -1.470662
-0.796, 0.047291, -1.503177
-0.801, 0.022877, -1.53478
-0.806, 0.071705, -1.565452
-0.811, -0.050366, -1.595174
-0.815, 0.096119, -1.623929
-0.82, 0.022877, -1.651698
-0.825, 0.071705, -1.678466
-0.83, 0.022877, -1.704216
-0.835, -0.001537, -1.728933
-0.84, -0.001537, -1.752602
-0.845, 0.096119, -1.775208
-0.85, 0.096119, -1.796738
-0.854, 0.071705, -1.817179
-0.859, -0.050366, -1.836518
