TIME ms, IN1, OUT1
0.049, 0.5844, -0.474719
0.044, 0.5844, -0.426961
0.039, 0.657642, -0.378939
0.034, 0.608814, -0.330682
0.029, 0.633228, -0.28222
0.024, 0.730884, -0.23358
0.02, 0.608814, -0.184793
0.015, 0.657642, -0.135888
0.01, 0.657642, -0.086894
0.005, 0.682056, -0.037841
0, 0.657642, 0.011241
-0.005, 0.70647, 0.060324
-0.01, 0.682056, 0.109377
-0.015, 0.755299, 0.158371
-0.02, 0.70647, 0.207276
-0.024, 0.633228, 0.256063
-0.029, 0.682056, 0.304702
-0.034, 0.70647, 0.353165
-0.039, 0.730884, 0.401422
-0.044, 0.755299, 0.449444
-0.049, 0.682056, 0.497202
-0.054, 0.755299, 0.544667
-0.059, 0.755299, 0.591811
-0.063, 0.730884, 0.638605
-0.068, 0.730884, 0.685021
-0.073, 0.657642, 0.731031
-0.078, 0.804127, 0.776608
-0.083, 0.730884, 0.821724
-0.088, 0.730884, 0.866352
-0.093, 0.70647, 0.910464
-0.098, 0.755299, 0.954035
-0.103, 0.70647, 0.997038
-0.107, 0.755299, 1.039447
-0.112, 0.779713, 1.081237
-0.117, 0.755299, 1.122382
-0.122, 0.755299, 1.162858
-0.127, 0.730884, 1.20264
-0.132, 0.755299, 1.241704
-0.137, 0.804127, 1.280028
-0.142, 0.852955, 1.317587
-0.146, 0.730884, 1.354359
-0.151, 0.682056, 1.390322
-0.156, 0.730884, 1.425455
-0.161, 0.755299, 1.459735
-0.166, 0.730884, 1.493144
-0.171, 0.730884, 1.525659
-0.176, 0.755299, 1.557262
-0.181, 0.657642, 1.587934
-0.186, 0.682056, 1.617656
-0.19, 0.70647, 1.646411
-0.195, 0.730884, 1.674181
-0.2, 0.657642, 1.700948
-0.205, 0.730884, 1.726698
-0.21, 0.682056, 1.751415
-0.215, 0.657642, 1.775084
-0.22, 0.633228, 1.79769
-0.225, 0.682056, 1.81922
-0.229, 0.682056, 1.839661
-0.234, 0.70647, 1.859
-0.239, 0.70647, 1.877227
-0.244, 0.70647, 1.894329
-0.249, 0.730884, 1.910298
-0.254, 0.633228, 1.925122
-0.259, 0.730884, 1.938793
-0.264, 0.657642, 1.951304
-0.269, 0.633228, 1.962645
-0.273, 0.682056, 1.972812
-0.278, 0.657642, 1.981796
-0.283, 0.755299, 1.989594
-0.288, 0.657642, 1.9962
-0.293, 0.70647, 2.001611
-0.298, 0.608814, 2.005822
-0.303, 0.730884, 2.008832
-0.308, 0.70647, 2.010639
-0.313, 0.70647, 2.011241
-0.317, 0.633228, 2.010639
-0.322, 0.682056, 2.008832
-0.327, 0.608814, 2.005822
-0.332, 0.70647, 2.001611
-0.337, 0.633228, 1.9962
-0.342, 0.657642, 1.989594
-0.347, 0.633228, 1.981796
-0.352, 0.657642, 1.972811
-0.356, 0.730884, 1.962645
-0.361, 0.657642, 1.951303
-0.366, 0.682056, 1.938793
-0.371, 0.657642, 1.925122
-0.376, 0.657642, 1.910297
-0.381, 0.633228, 1.894329
-0.386, 0.608814, 1.877226
-0.391, 0.5844, 1.859
-0.396, 0.608814, 1.83966
-0.4, 0.559986, 1.819219
-0.405, 0.559986, 1.797689
-0.41, 0.633228, 1.775083
-0.415, 0.608814, 1.751415
-0.42, 0.657642, 1.726698
-0.425, 0.535572, 1.700948
-0.43, 0.608814, 1.67418
-0.435, 0.559986, 1.64641
-0.439, 0.559986, 1.617656
-0.444, 0.535572, 1.587934
-0.449, 0.608814, 1.557262
-0.454, 0.608814, 1.525658
-0.459, 0.535572, 1.493143
-0.464, 0.511158, 1.459735
-0.469, 0.559986, 1.425454
-0.474, 0.559986, 1.390322
-0.479, 0.511158, 1.354359
-0.483, 0.46233, 1.317586
-0.488, 0.511158, 1.280027
-0.493, 0.437916, 1.241704
-0.498, 0.437916, 1.202639
-0.503, 0.535572, 1.162857
-0.508, 0.511158, 1.122381
-0.513, 0.46233, 1.081236
-0.518, 0.46233, 1.039446
-0.522, 0.437916, 0.997037
-0.527, 0.364674, 0.954034
-0.532, 0.46233, 0.910463
-0.537, 0.389088, 0.866351
-0.542, 0.486744, 0.821723
-0.547, 0.340259, 0.776607
-0.552, 0.389088, 0.731031
-0.557, 0.315845, 0.68502
-0.562, 0.267017, 0.638604
-0.566, 0.193775, 0.59181
-0.571, -0.9781, 0.544666
-0.576, -0.538647, 0.497201
-0.581, -0.367748, 0.449443
-0.586, 0.096119, 0.401421
-0.591, 0.144947, 0.353164
-0.596, -0.050366, 0.304701
-0.601, -0.07478, 0.256062
-0.605, 0.144947, 0.207275
-0.61, 0.218189, 0.15837
-0.615, 0.315845, 0.109376
-0.62, 0.267017, 0.060323
-0.625, 0.315845, 0.011241
-0.63, 0.315845, -0.037842
-0.635, 0.340259, -0.086895
-0.64, 0.291431, -0.135889
-0.645, 0.364674, -0.184794
-0.649, 0.242603, -0.233581
-0.654, 0.291431, -0.28222
-0.659, 0.291431, -0.330683
-0.664, 0.340259, -0.37894
-0.669, 0.340259, -0.426962
-0.674, 0.267017, -0.47472
-0.679, 0.291431, -0.522185
-0.684, 0.340259, -0.569329
-0.688, 0.364674, -0.616123
-0.693, 0.267017, -0.662539
-0.698, 0.267017, -0.708549
-0.703, 0.291431, -0.754126
-0.708, 0.218189, -0.799242
-0.713, 0.291431, -0.84387
-0.718, 0.242603, -0.887982
-0.723, 0.242603, -0.931553
-0.728, 0.267017, -0.974556
-0.732, 0.291431, -1.016965
-0.737, 0.242603, -1.058755
-0.742, 0.291431, -1.0999
-0.747, 0.291431, -1.140376
-0.752, 0.267017, -1.180158
-0.757, 0.193775, -1.219223
-0.762, 0.218189, -1.257546
-0.767, 0.291431, -1.295105
-0.771, 0.267017, -1.331877
-0.776, 0.267017, -1.36784
-0.781, 0.169361, -1.402973
-0.786, 0.291431, -1.437253
-0.791, 0.242603, -1.470662
-0.796, 0.242603, -1.503177
-0.801, 0.267017, -1.53478
-0.806, 0.291431, -1.565452
-0.811, 0.242603, -1.595174
-0.815, 0.242603, -1.623929
-0.82, 0.291431, -1.651698
-0.825, 0.267017, -1.678466
-0.83, 0.193775, -1.704216
-0.835, 0.267017, -1.728933
-0.84, 0.218189, -1.752602
-0.845, 0.291431, -1.775208
-0.85, 0.267017, -1.796738
-0.854, 0.242603, -1.817179
-0.859, 0.340259, -1.836518
-0.864, 0.218189, -1.854745
-0.869, 0.291431, -1.871847
-0.874, 0.267017, -1.887815
-0.879, 0.242603, -1.90264
-0.884, 0.218189, -1.916311
-0.889, 0.242603, -1.928822
-0.894, 0.242603, -1.940163
-0.898, 0.267017, -1.95033
-0.903, 0.315845, -1.959314
-0.908, 0.291431, -1.967112
-0.913, 0.291431, -1.973718
-0.918, 0.315845, -1.979128
-0.923, 0.315845, -1.98334
-0.928, 0.364674, -1.98635
-0.933, 0.291431, -1.988157
-0.938, 0.340259, -1.988759
-0.942, 0.340259, -1.988157
-0.947, 0.389088, -1.98635
-0.952, 0.364674, -1.98334
-0.957, 0.364674, -1.979128
-0.962, 0.340259, -1.973718
-0.967, 0.315845, -1.967112
-0.972, 0.364674, -1.959314
-0.977, 0.364674, -1.950329
-0.981, 0.46233, -1.940163
-0.986, 0.389088, -1.928821
-0.991, 0.364674, -1.916311
-0.996, 0.340259, -1.90264
-1.001, 0.389088, -1.887815
-1.006, 0.364674, -1.871847
-1.011, 0.340259, -1.854744
-1.016, 0.437916, -1.836518
-1.021, 0.364674, -1.817178
-1.025, 0.389088, -1.796737
-1.03, 0.437916, -1.775207
-1.035, 0.486744, -1.752601
-1.04, 0.437916, -1.728933
-1.045, 0.437916, -1.704216
-1.05, 0.46233, -1.678466
-1.055, 0.389088, -1.651698
-1.06, 0.437916, -1.623928
-1.064, 0.437916, -1.595174
-1.069, 0.46233, -1.565452
-1.074, 0.46233, -1.53478
-1.079, 0.46233, -1.503176
-1.084, 0.46233, -1.470661
-1.089, 0.291431, -1.437253
-1.094, -0.538647, -1.402972
-1.099, -0.489819, -1.36784
-1.104, -0.19685, -1.331877
-1.108, 0.291431, -1.295104
-1.113, 0.218189, -1.257545
-1.118, -0.123608, -1.219222
-1.123, 0.242603, -1.180157
-1.128, 0.437916, -1.140375
-1.133, 0.389088, -1.099899
-1.138, 0.511158, -1.058754
-1.143, 0.486744, -1.016964
-1.147, 0.535572, -0.974555
-1.152, 0.535572, -0.931552
-1.157, 0.5844, -0.887981
-1.162, 0.5844, -0.843869
-1.167, 0.511158, -0.799241
-1.172, 0.657642, -0.754125
-1.177, 0.535572, -0.708549
-1.182, 0.5844, -0.662538
-1.187, 0.5844, -0.616122
-1.191, 0.633228, -0.569328
-1.196, 0.5844, -0.522184
-1.201, 0.633228, -0.474719
-1.206, 0.608814, -0.426961
-1.211, 0.608814, -0.378939
-1.216, 0.730884, -0.330682
-1.221, 0.633228, -0.282219
-1.226, 0.657642, -0.23358
-1.23, 0.657642, -0.184793
-1.235, 0.682056, -0.135888
-1.24, 0.682056, -0.086894
-1.245, 0.657642, -0.037841
-1.25, 0.682056, 0.011242
-1.255, 0.70647, 0.060324
-1.26, 0.730884, 0.109377
-1.265, 0.682056, 0.158371
-1.27, 0.755299, 0.207276
-1.274, 0.682056, 0.256063
-1.279, 0.755299, 0.304703
-1.284, 0.657642, 0.353165
-1.289, 0.70647, 0.401422
-1.294, 0.70647, 0.449444
-1.299, 0.657642, 0.497202
-1.304, 0.70647, 0.544667
-1.309, 0.682056, 0.591811
-1.313, 0.779713, 0.638605
-1.318, 0.730884, 0.685021
-1.323, 0.755299, 0.731032
-1.328, 0.70647, 0.776608
-1.333, 0.755299, 0.821724
-1.338, 0.804127, 0.866352
-1.343, 0.755299, 0.910464
-1.348, 0.682056, 0.954035
-1.353, 0.804127, 0.997038
-1.357, 0.730884, 1.039447
-1.362, 0.730884, 1.081237
-1.367, 0.657642, 1.122382
